Unnamed: 0,userName,score,at,content,content_lower,content_token,content_no_stopwords,content_stemmed,Topic
246,Christ Joy,1,2025-03-08 13:12:11,saat memesan saya kira sebentar lagi akan sampai tapi malah dibatalkan sudah 2 jam saya nunggu,saat memesan saya kira sebentar lagi akan sampai tapi malah dibatalkan sudah 2 jam saya nunggu,"['saat', 'memesan', 'saya', 'kira', 'sebentar', 'lagi', 'akan', 'sampai', 'tapi', 'malah', 'dibatalkan', 'sudah', '2', 'jam', 'saya', 'nunggu']","['memesan', 'sebentar', 'dibatalkan', '2', 'jam', 'nunggu']","['mes', 'sebentar', 'batal', '2', 'jam', 'nunggu']",5
247,Ranti Aliffia,1,2025-03-08 02:11:38,Erorrrr padahal mau bayar tapi gak bisa bisa,erorrrr padahal mau bayar tapi gak bisa bisa,"['erorrrr', 'padahal', 'mau', 'bayar', 'tapi', 'gak', 'bisa', 'bisa']","['erorrrr', 'bayar', 'gak']","['erorrrr', 'bayar', 'gak']",-1
248,Robiansyah,1,2025-03-03 21:30:34,"Saya pesan makan dari jam set 4 , smpai set 5 blum dteng, padahal makanan itu buat sahur, saya k resto katanya sudh d ambil driver , tp drivernya blum smpai juga ,","saya pesan makan dari jam set 4 , smpai set 5 blum dteng, padahal makanan itu buat sahur, saya k resto katanya sudh d ambil driver , tp drivernya blum smpai juga ,","['saya', 'pesan', 'makan', 'dari', 'jam', 'set', '4', ',', 'smpai', 'set', '5', 'blum', 'dteng', ',', 'padahal', 'makanan', 'itu', 'buat', 'sahur', ',', 'saya', 'k', 'resto', 'katanya', 'sudh', 'd', 'ambil', 'driver', ',', 'tp', 'drivernya', 'blum', 'smpai', 'juga', ',']","['pesan', 'makan', 'jam', 'set', '4', ',', 'smpai', 'set', '5', 'blum', 'dteng', ',', 'makanan', 'sahur', ',', 'k', 'resto', 'sudh', 'd', 'ambil', 'driver', ',', 'tp', 'drivernya', 'blum', 'smpai', ',']","['pesan', 'makan', 'jam', 'set', '4', '', 'smpai', 'set', '5', 'blum', 'dteng', '', 'makan', 'sahur', '', 'k', 'resto', 'sudh', 'd', 'ambil', 'driver', '', 'tp', 'drivernya', 'blum', 'smpai', '']",9
249,Michael Ramadhani,5,2025-03-03 02:53:08,Tempatnya nyaman bersih luas parkirnya tempat brmainnya bersih aman . Bawa anak2 makan jadi gak kepikiran .,tempatnya nyaman bersih luas parkirnya tempat brmainnya bersih aman . bawa anak2 makan jadi gak kepikiran .,"['tempatnya', 'nyaman', 'bersih', 'luas', 'parkirnya', 'tempat', 'brmainnya', 'bersih', 'aman', '.', 'bawa', 'anak2', 'makan', 'jadi', 'gak', 'kepikiran', '.']","['tempatnya', 'nyaman', 'bersih', 'luas', 'parkirnya', 'brmainnya', 'bersih', 'aman', '.', 'bawa', 'anak2', 'makan', 'gak', 'kepikiran', '.']","['tempat', 'nyaman', 'bersih', 'luas', 'parkir', 'brmainnya', 'bersih', 'aman', '', 'bawa', 'anak2', 'makan', 'gak', 'pikir', '']",-1
250,Kerja Dirumah,1,2025-03-01 15:44:21,Tak bisa,tak bisa,"['tak', 'bisa']",[],[],-1
251,Rahman Hermawan,1,2025-03-01 10:56:37,Alplikasi Sampah !!!!,alplikasi sampah !!!!,"['alplikasi', 'sampah', '!', '!', '!', '!']","['alplikasi', 'sampah', '!', '!', '!', '!']","['alplikasi', 'sampah', '', '', '', '']",-1
252,Hilda D.Z Simanjuntak,1,2025-03-01 07:05:27,"PARAH 🤣🤣🤣 Pesan promo ada 3 menu: nasi, ayam, minuman. Struk yg keluar 2 menu dan tidak ada tertera menu tsb di menu promo. Coba klarifikasi menu malah nyalahin saya wkwkw. Sistem aplikasi kalau sudah pesan satu menu, nggak bisa pesan menu yg sama. Perbaikilah ya sistem nya. Jangan mau canggih tapi blm layak wkwkw. Trus waiters nya mbak mbak itu nggak sopan main pergi blm selesai menjelaskan wkwkw tau saya puasa skrg tapi pelayanan harus diberikan yg terbaik utk customer wkwkw","parah 🤣🤣🤣 pesan promo ada 3 menu: nasi, ayam, minuman. struk yg keluar 2 menu dan tidak ada tertera menu tsb di menu promo. coba klarifikasi menu malah nyalahin saya wkwkw. sistem aplikasi kalau sudah pesan satu menu, nggak bisa pesan menu yg sama. perbaikilah ya sistem nya. jangan mau canggih tapi blm layak wkwkw. trus waiters nya mbak mbak itu nggak sopan main pergi blm selesai menjelaskan wkwkw tau saya puasa skrg tapi pelayanan harus diberikan yg terbaik utk customer wkwkw","['parah', '🤣🤣🤣', 'pesan', 'promo', 'ada', '3', 'menu', ':', 'nasi', ',', 'ayam', ',', 'minuman', '.', 'struk', 'yg', 'keluar', '2', 'menu', 'dan', 'tidak', 'ada', 'tertera', 'menu', 'tsb', 'di', 'menu', 'promo', '.', 'coba', 'klarifikasi', 'menu', 'malah', 'nyalahin', 'saya', 'wkwkw', '.', 'sistem', 'aplikasi', 'kalau', 'sudah', 'pesan', 'satu', 'menu', ',', 'nggak', 'bisa', 'pesan', 'menu', 'yg', 'sama', '.', 'perbaikilah', 'ya', 'sistem', 'nya', '.', 'jangan', 'mau', 'canggih', 'tapi', 'blm', 'layak', 'wkwkw', '.', 'trus', 'waiters', 'nya', 'mbak', 'mbak', 'itu', 'nggak', 'sopan', 'main', 'pergi', 'blm', 'selesai', 'menjelaskan', 'wkwkw', 'tau', 'saya', 'puasa', 'skrg', 'tapi', 'pelayanan', 'harus', 'diberikan', 'yg', 'terbaik', 'utk', 'customer', 'wkwkw']","['parah', '🤣🤣🤣', 'pesan', 'promo', '3', 'menu', ':', 'nasi', ',', 'ayam', ',', 'minuman', '.', 'struk', 'yg', '2', 'menu', 'tertera', 'menu', 'tsb', 'menu', 'promo', '.', 'coba', 'klarifikasi', 'menu', 'nyalahin', 'wkwkw', '.', 'sistem', 'aplikasi', 'pesan', 'menu', ',', 'nggak', 'pesan', 'menu', 'yg', '.', 'perbaikilah', 'ya', 'sistem', 'nya', '.', 'canggih', 'blm', 'layak', 'wkwkw', '.', 'trus', 'waiters', 'nya', 'mbak', 'mbak', 'nggak', 'sopan', 'main', 'pergi', 'blm', 'selesai', 'wkwkw', 'tau', 'puasa', 'skrg', 'pelayanan', 'yg', 'terbaik', 'utk', 'customer', 'wkwkw']","['parah', '', 'pesan', 'promo', '3', 'menu', '', 'nasi', '', 'ayam', '', 'minum', '', 'struk', 'yg', '2', 'menu', 'tera', 'menu', 'tsb', 'menu', 'promo', '', 'coba', 'klarifikasi', 'menu', 'nyalahin', 'wkwkw', '', 'sistem', 'aplikasi', 'pesan', 'menu', '', 'nggak', 'pesan', 'menu', 'yg', '', 'baik', 'ya', 'sistem', 'nya', '', 'canggih', 'blm', 'layak', 'wkwkw', '', 'trus', 'waiters', 'nya', 'mbak', 'mbak', 'nggak', 'sopan', 'main', 'pergi', 'blm', 'selesai', 'wkwkw', 'tau', 'puasa', 'skrg', 'layan', 'yg', 'baik', 'utk', 'customer', 'wkwkw']",54
253,Kusniawan Wawan,1,2025-02-28 15:34:32,Aplikasi sering error pas mau transaksi ga bisa dibuka,aplikasi sering error pas mau transaksi ga bisa dibuka,"['aplikasi', 'sering', 'error', 'pas', 'mau', 'transaksi', 'ga', 'bisa', 'dibuka']","['aplikasi', 'error', 'pas', 'transaksi', 'ga', 'dibuka']","['aplikasi', 'error', 'pas', 'transaksi', 'ga', 'buka']",-1
254,Vtech Rifan,1,2025-02-28 09:57:52,buruk,buruk,['buruk'],['buruk'],['buruk'],95
255,Jose Rafael,5,2025-02-28 04:29:12,Bagus aplikasinya berguna,bagus aplikasinya berguna,"['bagus', 'aplikasinya', 'berguna']","['bagus', 'aplikasinya', 'berguna']","['bagus', 'aplikasi', 'guna']",8
256,Rizki Pratama,4,2025-02-27 04:09:59,"Aplikasi nya keren, pembelian nya ga ribet, banyak diskon nya....terima kasih McDonald's 🙏","aplikasi nya keren, pembelian nya ga ribet, banyak diskon nya....terima kasih mcdonald's 🙏","['aplikasi', 'nya', 'keren', ',', 'pembelian', 'nya', 'ga', 'ribet', ',', 'banyak', 'diskon', 'nya', '....', 'terima', 'kasih', 'mcdonald', ""'s"", '🙏']","['aplikasi', 'nya', 'keren', ',', 'pembelian', 'nya', 'ga', 'ribet', ',', 'diskon', 'nya', '....', 'terima', 'kasih', 'mcdonald', ""'s"", '🙏']","['aplikasi', 'nya', 'keren', '', 'beli', 'nya', 'ga', 'ribet', '', 'diskon', 'nya', '', 'terima', 'kasih', 'mcdonald', 's', '']",-1
257,Angga Jayana,1,2025-02-26 10:44:12,Loading terus GK bisa masuk,loading terus gk bisa masuk,"['loading', 'terus', 'gk', 'bisa', 'masuk']","['loading', 'gk', 'masuk']","['loading', 'gk', 'masuk']",-1
258,A,1,2025-02-26 06:18:13,"Promonya scam.. Baru kali ini sekecewa ini sm apk MCD promo yg ditawarkan gak sesuai deskripsi, hanya menawarkan salah 1 menu tapi pas di scan mesin ternyata harga menu itu untuk 2 menu sekaligus","promonya scam.. baru kali ini sekecewa ini sm apk mcd promo yg ditawarkan gak sesuai deskripsi, hanya menawarkan salah 1 menu tapi pas di scan mesin ternyata harga menu itu untuk 2 menu sekaligus","['promonya', 'scam', '..', 'baru', 'kali', 'ini', 'sekecewa', 'ini', 'sm', 'apk', 'mcd', 'promo', 'yg', 'ditawarkan', 'gak', 'sesuai', 'deskripsi', ',', 'hanya', 'menawarkan', 'salah', '1', 'menu', 'tapi', 'pas', 'di', 'scan', 'mesin', 'ternyata', 'harga', 'menu', 'itu', 'untuk', '2', 'menu', 'sekaligus']","['promonya', 'scam', '..', 'kali', 'sekecewa', 'sm', 'apk', 'mcd', 'promo', 'yg', 'ditawarkan', 'gak', 'sesuai', 'deskripsi', ',', 'menawarkan', 'salah', '1', 'menu', 'pas', 'scan', 'mesin', 'harga', 'menu', '2', 'menu']","['promonya', 'scam', '', 'kali', 'kecewa', 'sm', 'apk', 'mcd', 'promo', 'yg', 'tawar', 'gak', 'sesuai', 'deskripsi', '', 'tawar', 'salah', '1', 'menu', 'pas', 'scan', 'mesin', 'harga', 'menu', '2', 'menu']",-1
259,Jumarni Rusli Afa,1,2025-02-26 00:55:07,Ini sudah tidak bisa lagi dibiarkan karna dibilang orang haram,ini sudah tidak bisa lagi dibiarkan karna dibilang orang haram,"['ini', 'sudah', 'tidak', 'bisa', 'lagi', 'dibiarkan', 'karna', 'dibilang', 'orang', 'haram']","['dibiarkan', 'karna', 'dibilang', 'orang', 'haram']","['biar', 'karna', 'bilang', 'orang', 'haram']",89
260,LUKE RYAN MAC CARTNEY MONINGKA,1,2025-02-25 02:39:46,"Aplikasi tidak friendly user, tidak kompatibel dengan hp kentang, aplikasi kompatibel dengan hp middle up.","aplikasi tidak friendly user, tidak kompatibel dengan hp kentang, aplikasi kompatibel dengan hp middle up.","['aplikasi', 'tidak', 'friendly', 'user', ',', 'tidak', 'kompatibel', 'dengan', 'hp', 'kentang', ',', 'aplikasi', 'kompatibel', 'dengan', 'hp', 'middle', 'up', '.']","['aplikasi', 'friendly', 'user', ',', 'kompatibel', 'hp', 'kentang', ',', 'aplikasi', 'kompatibel', 'hp', 'middle', 'up', '.']","['aplikasi', 'friendly', 'user', '', 'kompatibel', 'hp', 'kentang', '', 'aplikasi', 'kompatibel', 'hp', 'middle', 'up', '']",17
261,Arif Sidik,1,2025-02-23 18:15:28,"ini gimanaa sihhh aplikasinyaaaaa,kenapaaa tidak bisa download ulanggg,padalan point sayaa banyak didalammmm???!!!","ini gimanaa sihhh aplikasinyaaaaa,kenapaaa tidak bisa download ulanggg,padalan point sayaa banyak didalammmm???!!!","['ini', 'gimanaa', 'sihhh', 'aplikasinyaaaaa', ',', 'kenapaaa', 'tidak', 'bisa', 'download', 'ulanggg', ',', 'padalan', 'point', 'sayaa', 'banyak', 'didalammmm', '?', '?', '?', '!', '!', '!']","['gimanaa', 'sihhh', 'aplikasinyaaaaa', ',', 'kenapaaa', 'download', 'ulanggg', ',', 'padalan', 'point', 'sayaa', 'didalammmm', '?', '?', '?', '!', '!', '!']","['gimanaa', 'sihhh', 'aplikasinyaaaaa', '', 'kenapaaa', 'download', 'ulanggg', '', 'padalan', 'point', 'sayaa', 'didalammmm', '', '', '', '', '', '']",-1
262,amran nur afiif,1,2025-02-23 09:12:42,"Aplikasi maling, masa iya pesen lewat 2 jam gk diambil dianggap hangus","aplikasi maling, masa iya pesen lewat 2 jam gk diambil dianggap hangus","['aplikasi', 'maling', ',', 'masa', 'iya', 'pesen', 'lewat', '2', 'jam', 'gk', 'diambil', 'dianggap', 'hangus']","['aplikasi', 'maling', ',', 'iya', 'pesen', '2', 'jam', 'gk', 'diambil', 'dianggap', 'hangus']","['aplikasi', 'maling', '', 'iya', 'sen', '2', 'jam', 'gk', 'ambil', 'anggap', 'hangus']",5
263,sorha 1994,1,2025-02-22 07:16:56,nggqk bisa daftar parah,nggqk bisa daftar parah,"['nggqk', 'bisa', 'daftar', 'parah']","['nggqk', 'daftar', 'parah']","['nggqk', 'daftar', 'parah']",-1
264,Ricky Pratama,1,2025-02-21 23:37:30,"Susah bet mesannya loadingnya lama, sekelas MCD aplikasi jelek bngt , bikin emosi wkwkkw","susah bet mesannya loadingnya lama, sekelas mcd aplikasi jelek bngt , bikin emosi wkwkkw","['susah', 'bet', 'mesannya', 'loadingnya', 'lama', ',', 'sekelas', 'mcd', 'aplikasi', 'jelek', 'bngt', ',', 'bikin', 'emosi', 'wkwkkw']","['susah', 'bet', 'mesannya', 'loadingnya', ',', 'sekelas', 'mcd', 'aplikasi', 'jelek', 'bngt', ',', 'bikin', 'emosi', 'wkwkkw']","['susah', 'bet', 'mesan', 'loadingnya', '', 'kelas', 'mcd', 'aplikasi', 'jelek', 'bngt', '', 'bikin', 'emosi', 'wkwkkw']",23
265,Tari Rita,1,2025-02-21 12:41:07,"Masa aplikasih habis di update bilangnya hp saya TDK support gimana ne,point saya banyak dan belum di tukar, tau gtu ga udh di update deh tolong donk ini apk gaje banget masa setiap hp ga bs download emang aplikasi penting banget ya sampe milih merk hp tertentu....?????","masa aplikasih habis di update bilangnya hp saya tdk support gimana ne,point saya banyak dan belum di tukar, tau gtu ga udh di update deh tolong donk ini apk gaje banget masa setiap hp ga bs download emang aplikasi penting banget ya sampe milih merk hp tertentu....?????","['masa', 'aplikasih', 'habis', 'di', 'update', 'bilangnya', 'hp', 'saya', 'tdk', 'support', 'gimana', 'ne', ',', 'point', 'saya', 'banyak', 'dan', 'belum', 'di', 'tukar', ',', 'tau', 'gtu', 'ga', 'udh', 'di', 'update', 'deh', 'tolong', 'donk', 'ini', 'apk', 'gaje', 'banget', 'masa', 'setiap', 'hp', 'ga', 'bs', 'download', 'emang', 'aplikasi', 'penting', 'banget', 'ya', 'sampe', 'milih', 'merk', 'hp', 'tertentu', '....', '?', '?', '?', '?', '?']","['aplikasih', 'habis', 'update', 'bilangnya', 'hp', 'tdk', 'support', 'gimana', 'ne', ',', 'point', 'tukar', ',', 'tau', 'gtu', 'ga', 'udh', 'update', 'deh', 'tolong', 'donk', 'apk', 'gaje', 'banget', 'hp', 'ga', 'bs', 'download', 'emang', 'aplikasi', 'banget', 'ya', 'sampe', 'milih', 'merk', 'hp', '....', '?', '?', '?', '?', '?']","['aplikasih', 'habis', 'update', 'bilang', 'hp', 'tdk', 'support', 'gimana', 'ne', '', 'point', 'tukar', '', 'tau', 'gtu', 'ga', 'udh', 'update', 'deh', 'tolong', 'donk', 'apk', 'gaje', 'banget', 'hp', 'ga', 'bs', 'download', 'emang', 'aplikasi', 'banget', 'ya', 'sampe', 'milih', 'merk', 'hp', '', '', '', '', '', '']",17
266,asep sudirmam,1,2025-02-21 09:04:54,Aplikasi eror ngga bisa dipake,aplikasi eror ngga bisa dipake,"['aplikasi', 'eror', 'ngga', 'bisa', 'dipake']","['aplikasi', 'eror', 'ngga', 'dipake']","['aplikasi', 'eror', 'ngga', 'dipake']",82
267,Radium Putra,3,2025-02-21 04:43:54,Waktu bayar loading terus,waktu bayar loading terus,"['waktu', 'bayar', 'loading', 'terus']","['bayar', 'loading']","['bayar', 'loading']",5
268,nazua aurelia prayoga,1,2025-02-20 10:50:14,Applikasi tidak menanggapi,applikasi tidak menanggapi,"['applikasi', 'tidak', 'menanggapi']","['applikasi', 'menanggapi']","['applikasi', 'tanggap']",-1
269,PM,1,2025-02-20 06:21:50,Update terbaru ngebug. Ga bisa dibuka,update terbaru ngebug. ga bisa dibuka,"['update', 'terbaru', 'ngebug', '.', 'ga', 'bisa', 'dibuka']","['update', 'terbaru', 'ngebug', '.', 'ga', 'dibuka']","['update', 'baru', 'ngebug', '', 'ga', 'buka']",-1
270,Muhammad Tareq,1,2025-02-19 13:18:18,Setiap pembayaran kredit visa selalu ditolak,setiap pembayaran kredit visa selalu ditolak,"['setiap', 'pembayaran', 'kredit', 'visa', 'selalu', 'ditolak']","['pembayaran', 'kredit', 'visa', 'ditolak']","['bayar', 'kredit', 'visa', 'tolak']",-1
271,Hafiz Gusti Wibowo,1,2025-02-19 09:54:38,Apk tidak berguna,apk tidak berguna,"['apk', 'tidak', 'berguna']","['apk', 'berguna']","['apk', 'guna']",-1
272,Bandung Bagaskara,1,2025-02-19 09:07:03,"lemot, cacat mau order aja gabisa","lemot, cacat mau order aja gabisa","['lemot', ',', 'cacat', 'mau', 'order', 'aja', 'gabisa']","['lemot', ',', 'cacat', 'order', 'aja', 'gabisa']","['lot', '', 'cacat', 'order', 'aja', 'gabisa']",100
273,Ayadi 123,5,2025-02-17 12:37:43,Membantu bgt,membantu bgt,"['membantu', 'bgt']","['membantu', 'bgt']","['bantu', 'bgt']",-1
274,Jennifer Anastasia,1,2025-02-17 08:11:09,"Ini aplikasi kenapa ya...baca ulasan yg lain gt jg ky ny ,yg udh banyak point ny malah error aplikasinya!!!!parahh","ini aplikasi kenapa ya...baca ulasan yg lain gt jg ky ny ,yg udh banyak point ny malah error aplikasinya!!!!parahh","['ini', 'aplikasi', 'kenapa', 'ya', '...', 'baca', 'ulasan', 'yg', 'lain', 'gt', 'jg', 'ky', 'ny', ',', 'yg', 'udh', 'banyak', 'point', 'ny', 'malah', 'error', 'aplikasinya', '!', '!', '!', '!', 'parahh']","['aplikasi', 'ya', '...', 'baca', 'ulasan', 'yg', 'gt', 'jg', 'ky', 'ny', ',', 'yg', 'udh', 'point', 'ny', 'error', 'aplikasinya', '!', '!', '!', '!', 'parahh']","['aplikasi', 'ya', '', 'baca', 'ulas', 'yg', 'gt', 'jg', 'ky', 'ny', '', 'yg', 'udh', 'point', 'ny', 'error', 'aplikasi', '', '', '', '', 'parahh']",-1
275,Gorat's Evan,1,2025-02-17 03:24:43,"Penarikan koin point sudah, tapi begitu ditanya, produknya habis. Dan koin point tidak bisa kembali.","penarikan koin point sudah, tapi begitu ditanya, produknya habis. dan koin point tidak bisa kembali.","['penarikan', 'koin', 'point', 'sudah', ',', 'tapi', 'begitu', 'ditanya', ',', 'produknya', 'habis', '.', 'dan', 'koin', 'point', 'tidak', 'bisa', 'kembali', '.']","['penarikan', 'koin', 'point', ',', ',', 'produknya', 'habis', '.', 'koin', 'point', '.']","['tari', 'koin', 'point', '', '', 'produk', 'habis', '', 'koin', 'point', '']",86
276,Putri Sion,1,2025-02-16 06:56:53,Poin yg dikumpulkan tidak bisa ditukarkan selalu keterangan begitu tapi tidak ada perbaikan aplikasi McDonald sangat buruk busuk dan menipu,poin yg dikumpulkan tidak bisa ditukarkan selalu keterangan begitu tapi tidak ada perbaikan aplikasi mcdonald sangat buruk busuk dan menipu,"['poin', 'yg', 'dikumpulkan', 'tidak', 'bisa', 'ditukarkan', 'selalu', 'keterangan', 'begitu', 'tapi', 'tidak', 'ada', 'perbaikan', 'aplikasi', 'mcdonald', 'sangat', 'buruk', 'busuk', 'dan', 'menipu']","['poin', 'yg', 'dikumpulkan', 'ditukarkan', 'keterangan', 'perbaikan', 'aplikasi', 'mcdonald', 'buruk', 'busuk', 'menipu']","['poin', 'yg', 'kumpul', 'tukar', 'terang', 'baik', 'aplikasi', 'mcdonald', 'buruk', 'busuk', 'tipu']",-1
277,M Rasyid Fikri handoko,3,2025-02-15 13:23:27,knp waktu malming ngk bisa di buka,knp waktu malming ngk bisa di buka,"['knp', 'waktu', 'malming', 'ngk', 'bisa', 'di', 'buka']","['knp', 'malming', 'ngk', 'buka']","['knp', 'malming', 'ngk', 'buka']",13
278,Nickholas Ramsey Sendjaja,4,2025-02-15 07:14:59,kocak hp ga kompatibel tlisannya,kocak hp ga kompatibel tlisannya,"['kocak', 'hp', 'ga', 'kompatibel', 'tlisannya']","['kocak', 'hp', 'ga', 'kompatibel', 'tlisannya']","['kocak', 'hp', 'ga', 'kompatibel', 'tlisannya']",17
279,cicilia owl,1,2025-02-14 18:34:34,ini kenapa tidak bisa login yah ??? tulisan disuruh coba lagi terus.... gimana sih ini ???? padajal poin saya banyak,ini kenapa tidak bisa login yah ??? tulisan disuruh coba lagi terus.... gimana sih ini ???? padajal poin saya banyak,"['ini', 'kenapa', 'tidak', 'bisa', 'login', 'yah', '?', '?', '?', 'tulisan', 'disuruh', 'coba', 'lagi', 'terus', '....', 'gimana', 'sih', 'ini', '?', '?', '?', '?', 'padajal', 'poin', 'saya', 'banyak']","['login', 'yah', '?', '?', '?', 'tulisan', 'disuruh', 'coba', '....', 'gimana', 'sih', '?', '?', '?', '?', 'padajal', 'poin']","['login', 'yah', '', '', '', 'tulis', 'suruh', 'coba', '', 'gimana', 'sih', '', '', '', '', 'padajal', 'poin']",-1
280,ady wijayakusuma,1,2025-02-14 12:51:11,Seharusnya pemesenan Drive thru langsung di buat tanpa harus sampai di tempat,seharusnya pemesenan drive thru langsung di buat tanpa harus sampai di tempat,"['seharusnya', 'pemesenan', 'drive', 'thru', 'langsung', 'di', 'buat', 'tanpa', 'harus', 'sampai', 'di', 'tempat']","['pemesenan', 'drive', 'thru', 'langsung']","['sen', 'drive', 'thru', 'langsung']",-1
281,Dian Wulandari,1,2025-02-13 14:18:50,Boikot,boikot,['boikot'],['boikot'],['boikot'],119
282,Wina Yunengsih,1,2025-02-12 07:01:57,Tidak bisa digunakan,tidak bisa digunakan,"['tidak', 'bisa', 'digunakan']",[],[],115
283,susy sriyani,1,2025-02-11 23:53:08,Aplikasi sangattttt burukkkkkk 👎👎,aplikasi sangattttt burukkkkkk 👎👎,"['aplikasi', 'sangattttt', 'burukkkkkk', '👎👎']","['aplikasi', 'sangattttt', 'burukkkkkk', '👎👎']","['aplikasi', 'sangattttt', 'burukkkkkk', '']",55
284,Made Gamer,1,2025-02-11 14:25:11,"Nukar promo burger valentine.. Sampek di outlet, ga keluar kodenya, malah eror.. Scam bngt. Bukan itu aja, dlu juga sering pas nuker promo sathur day, eror juga ga bsa dipindai. Bikin malu aja +lama","nukar promo burger valentine.. sampek di outlet, ga keluar kodenya, malah eror.. scam bngt. bukan itu aja, dlu juga sering pas nuker promo sathur day, eror juga ga bsa dipindai. bikin malu aja +lama","['nukar', 'promo', 'burger', 'valentine', '..', 'sampek', 'di', 'outlet', ',', 'ga', 'keluar', 'kodenya', ',', 'malah', 'eror', '..', 'scam', 'bngt', '.', 'bukan', 'itu', 'aja', ',', 'dlu', 'juga', 'sering', 'pas', 'nuker', 'promo', 'sathur', 'day', ',', 'eror', 'juga', 'ga', 'bsa', 'dipindai', '.', 'bikin', 'malu', 'aja', '+lama']","['nukar', 'promo', 'burger', 'valentine', '..', 'sampek', 'outlet', ',', 'ga', 'kodenya', ',', 'eror', '..', 'scam', 'bngt', '.', 'aja', ',', 'dlu', 'pas', 'nuker', 'promo', 'sathur', 'day', ',', 'eror', 'ga', 'bsa', 'dipindai', '.', 'bikin', 'malu', 'aja', '+lama']","['nukar', 'promo', 'burger', 'valentine', '', 'sampek', 'outlet', '', 'ga', 'kode', '', 'eror', '', 'scam', 'bngt', '', 'aja', '', 'dlu', 'pas', 'nuker', 'promo', 'sathur', 'day', '', 'eror', 'ga', 'bsa', 'pindai', '', 'bikin', 'malu', 'aja', 'lama']",-1
285,Sitinurnadila D. D,5,2025-02-11 09:32:41,Bagus,bagus,['bagus'],['bagus'],['bagus'],2
286,Rangga Alldino,3,2025-02-11 07:53:36,Kenapa apk nya tiba tiba ga jadi? Ga bisa dibuka🥲🥲,kenapa apk nya tiba tiba ga jadi? ga bisa dibuka🥲🥲,"['kenapa', 'apk', 'nya', 'tiba', 'tiba', 'ga', 'jadi', '?', 'ga', 'bisa', 'dibuka🥲🥲']","['apk', 'nya', 'ga', '?', 'ga', 'dibuka🥲🥲']","['apk', 'nya', 'ga', '', 'ga', 'buka']",-1
